id;secteur;public;public_employer_type_ref;public_employer_type
35625;Architecture, urbanisme et paysage;FAUX;;
35626;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35627;Hôtellerie, restauration;FAUX;;
35628;Hôtellerie, restauration;FAUX;;
35629;Fonction publique;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
35630;Bâtiment et travaux publics (BTP);FAUX;;
35631;Enseignement;VRAI;Fonction publique hospitalière (FPH);Fonction publique hospitalière (FPH)
35632;Commerce et distribution;FAUX;;
35633;Fonction publique;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
35634;Fonction publique;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
35635;Fonction publique;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
35636;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35637;Commerce et distribution;FAUX;;
35638;Enseignement;FAUX;;
35639;Métiers d'art;FAUX;;
35641;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35642;Logistique et transport;FAUX;;
35643;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35644;Conseil et audit;FAUX;;
35645;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35646;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35647;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35648;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35650;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35651;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35652;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35653;Enseignement;FAUX;;
35654;Social;FAUX;;
35655;Hôtellerie, restauration;FAUX;;
35656;Métiers d'art;FAUX;;
35657;Comptabilité, gestion, ressources humaines;FAUX;;
35658;Art et design;FAUX;;
35659;Hôtellerie, restauration;FAUX;;
35660;Comptabilité, gestion, ressources humaines;FAUX;;
35661;Maintenance;FAUX;;
35662;Sport;FAUX;;
35663;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35664;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35665;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35666;Commerce et distribution;FAUX;;
35667;Commerce et distribution;FAUX;;
35668;Commerce et distribution;FAUX;;
35669;Commerce et distribution;FAUX;;
35670;Architecture, urbanisme et paysage;FAUX;;
35671;Comptabilité, gestion, ressources humaines;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35672;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35673;Hôtellerie, restauration;FAUX;;
35674;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35675;Arts du spectacle;FAUX;;
35676;Bien-être;FAUX;;
35677;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35678;Santé;FAUX;;
35679;Commerce et distribution;FAUX;;
35680;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35681;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35682;Sport;FAUX;;
35683;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35684;Sport;FAUX;;
35685;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35686;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35687;Industrie alimentaire;FAUX;;
35688;Arts du spectacle;FAUX;;
35689;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35690;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35691;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35692;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35693;Hôtellerie, restauration;FAUX;;
35697;Social;FAUX;;
35698;Bâtiment et travaux publics (BTP);FAUX;;
35699;Arts du spectacle;FAUX;;
35700;Hôtellerie, restauration;FAUX;;
35701;Sport;FAUX;;
35702;Comptabilité, gestion, ressources humaines;FAUX;;
35703;Hôtellerie, restauration;FAUX;;
35704;Agriculture;VRAI;Chambre consulaire;Chambre consulaire
35705;Fonction publique;VRAI;Ministère de l'Intérieur;Ministère de l'Intérieur
35706;Fonction publique;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles;Ministère du Travail, de la Santé, des Solidarités et des Familles
35707;Fonction publique;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles;Ministère du Travail, de la Santé, des Solidarités et des Familles
35708;Fonction publique;VRAI;Ministère de l'Intérieur;Ministère de l'Intérieur
35709;Fonction publique;VRAI;Ministère de l'Intérieur;Ministère de l'Intérieur
35710;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35711;Bâtiment et travaux publics (BTP);FAUX;;
35712;Logistique et transport;FAUX;;
35713;Commerce et distribution;FAUX;;
35714;Sport;FAUX;;
35715;Sport;FAUX;;
35716;Sport;FAUX;;
35717;Environnement;FAUX;;
35718;Agriculture;FAUX;;
35719;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35720;Maintenance;FAUX;;
35721;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35723;Commerce et distribution;FAUX;;
35724;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35725;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
35726;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35727;Agriculture;FAUX;;
35728;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35729;Paramédical;FAUX;;
35730;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35731;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35733;Sport;FAUX;;
35734;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35735;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35736;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35737;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35738;Environnement;FAUX;;
35739;Commerce et distribution;FAUX;;
35740;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35741;Sport;FAUX;;
35742;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
35743;Logistique et transport;VRAI;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche
35745;Social;FAUX;;
35746;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35747;Hôtellerie, restauration;FAUX;;
35748;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
35750;Immobilier, transactions immobilières;FAUX;;
35751;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35752;Social;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles;Ministère du Travail, de la Santé, des Solidarités et des Familles
35753;Hôtellerie, restauration;FAUX;;
35754;Santé;FAUX;;
35755;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35756;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35757;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35758;Filiere bois;FAUX;;
35759;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
35760;Services postaux;FAUX;;
35761;Sport;FAUX;;
