EP 2023-2024;Numéro d'établissement;Patronyme;Appartenance à un REP 2015 Lib L;Appartenance à un REPPLUS Lib L;En QPV 2024 DEPP oui/non
Hors EP;0910823A;ILE DE FRANCE;NON;NON;
Hors EP;0950812S;JEANNE D'ARC;NON;NON;Dans QP
Hors EP;0932117W;LUCIE AUBRAC;NON;NON;Dans QP
Hors EP;0750692V;EMILE DUBOIS;NON;NON;
Hors EP;0450106W;SAINT FRANCOIS DE SALES;NON;NON;Dans QP
Hors EP;0754965P;LUCIEN DE HIRSCH;NON;NON;Dans QP
Hors EP;0673083M;ECOLE LIBRE SAINTE-ANNE;NON;NON;Dans QP
Hors EP;0693566B;FRANCOIS MANSART;NON;NON;
Hors EP;0320025D;D'ARTAGNAN;NON;NON;
Hors EP;0690671E;JEAN-BAPTISTE DE LA SALLE;NON;NON;
Hors EP;0440256P;ST PIERRE LA JOLIVERIE;NON;NON;Dans QP
Hors EP;0641779L;DU PAYS DE SOULE;NON;NON;
Hors EP;0650005C;VICTOR DURUY;NON;NON;
Hors EP;0640125N;ST JOSEPH;NON;NON;
Hors EP;0941972H;FERNAND LEGER;NON;NON;Dans QP
Hors EP;0590184E;JEAN ROSTAND;NON;NON;Dans QP
Hors EP;0932222K;RENE CASSIN;NON;NON;Dans QP
Hors EP;0360005K;PASTEUR;NON;NON;
Hors EP;0740098E;SAINT JOSEPH;NON;NON;
Hors EP;0541313J;SAINT LEON IX;NON;NON;
Hors EP;0090036R;NOTRE-DAME;NON;NON;Dans QP
Hors EP;0890008A;DU PARC DES CHAUMES;NON;NON;
Hors EP;0260008T;DU DIOIS;NON;NON;
Hors EP;0570081D;ERCKMANN CHATRIAN;NON;NON;
Hors EP;0080053P;THOMAS MASARYK;NON;NON;
Hors EP;0831551K;STANISLAS;NON;NON;
Hors EP;0370749N;SAINTE MARGUERITE;NON;NON;
Hors EP;0350787R;LES RIMAINS;NON;NON;Dans QP
Hors EP;0120051R;JEANNE D'ARC;NON;NON;Dans QP
Hors EP;0290010D;DE L'HARTELOIRE;NON;NON;Dans QP
Hors EP;7200073S;PENSIONNAT JEANNE D ARC;NON;NON;Dans QP
Hors EP;0592967E;LA SAGESSE;NON;NON;
Hors EP;0622120T;NOTRE-DAME DE SION;NON;NON;Dans QP
Hors EP;0763112V;LA PROVIDENCE;NON;NON;
Hors EP;0920898B;RAMBAM;NON;NON;
Hors EP;0870045B;BERNARD PALISSY;NON;NON;
Hors EP;0772602K;SAINTE CELINE;NON;NON;Dans QP
Hors EP;0390042J;VICTOR CONSIDERANT;NON;NON;
Hors EP;0190012K;SIMONE VEIL;NON;NON;Dans QP
Hors EP;0550072E;ALFRED KASTLER;NON;NON;
Hors EP;0750651A;SIMONE WEIL;NON;NON;
Hors EP;0260064D;CHABRILLAN ST JEAN-BAPTISTE;NON;NON;
Hors EP;0753849B;L'ALMA;NON;NON;
Hors EP;0220117H;SACRE-COEUR;NON;NON;Dans QP
Hors EP;7200021K;PASCAL PAOLI;NON;NON;
Hors EP;0142120D;CHARLES TELLIER;NON;NON;
Hors EP;0611148S;JEAN MONNET;NON;NON;
Hors EP;6200650M;INSTITUTION SAINT-PAUL;NON;NON;Dans QP
Hors EP;0440279P;LA BAUGERIE;NON;NON;
Hors EP;0080081V;MABILLON;NON;NON;Dans QP
Hors EP;0932267J;LIBERTE;NON;NON;Dans QP
Hors EP;0595786U;JEAN PROUVE;NON;NON;
Hors EP;0061987C;DE LA MONTAGNE;NON;NON;
Hors EP;0100059K;LA SALLE;NON;NON;Dans QP
Hors EP;0630001J;BLAISE PASCAL;NON;NON;
Hors EP;0731507S;SAINT EXUPERY;NON;NON;
Hors EP;0850006V;GEORGES CLEMENCEAU;NON;NON;
Hors EP;0141275K;PAUL CORNU;NON;NON;
Hors EP;0360019A;GEORGE SAND;NON;NON;
Hors EP;0120025M;JEAN JAURES;NON;NON;
Hors EP;0131347U;STE TRINITE;NON;NON;Dans QP
Hors EP;0942443V;SAINT-JOSEPH;NON;NON;Dans QP
Hors EP;0420979L;TEZENAS DU MONTCEL;NON;NON;Dans QP
Hors EP;0541309E;DES RECOLLETS;NON;NON;Dans QP
Hors EP;0754325U;BETH HANNA;NON;NON;Dans QP
Hors EP;0520679F;ESTIC;NON;NON;
Hors EP;0590233H;EMILE ZOLA;NON;NON;Dans QP
Hors EP;0500049G;ROBERT DE MORTAIN;NON;NON;
Hors EP;0500119H;SEVIGNE;NON;NON;
Hors EP;0754029X;CARCADO SAISSEVAL;NON;NON;
Hors EP;0311132M;L' ANNONCIATION;NON;NON;
Hors EP;0650058K;PEYRAMALE SAINT-JOSEPH;NON;NON;Dans QP
Hors EP;0810103X;NOTRE-DAME;NON;NON;Dans QP
Hors EP;0630069H;JEAN ZAY;NON;NON;
Hors EP;0010034G;PAUL PAINLEVE;NON;NON;
Hors EP;0650038N;PIERRE MENDES FRANCE;NON;NON;
Hors EP;0711896A;SAINT CHARLES;NON;NON;Dans QP
Hors EP;0753883N;EDGAR POE;NON;NON;
Hors EP;0753852E;SAINTE-JEANNE ELISABETH;NON;NON;
Hors EP;0783657B;SAINT-AUGUSTIN;NON;NON;
Hors EP;0631985R;PIERRE JOEL BONTE;NON;NON;
Hors EP;0772737G;INTERNAT D'EXCELLENCE SOURDUN;NON;NON;
Hors EP;0391146J;PASTEUR MONT ROLAND;NON;NON;
Hors EP;0741469V;DEMOTZ DE LA SALLE;NON;NON;
Hors EP;0060774J;SAINT JOSEPH;NON;NON;
Hors EP;9711046K;CHEVALIER DE SAINT-GEORGES;NON;NON;Dans QP
Hors EP;0590223X;DU HAINAUT;NON;NON;Dans QP
Hors EP;0590185F;JEAN MOULIN;NON;NON;Dans QP
Hors EP;0422132P;L'ASTREE;NON;NON;
Hors EP;0680051L;FREDERIC KIRSCHLEGER;NON;NON;
Hors EP;0740143D;ST JEAN BOSCO LES CORDELIERS;NON;NON;Dans QP
Hors EP;0381670J;JEANNE D'ARC;NON;NON;Dans QP
Hors EP;0920918Y;JEANNE D ARC;NON;NON;Dans QP
Hors EP;0520027X;ST EXUPERY;NON;NON;Dans QP
Hors EP;0520028Y;BLAISE PASCAL;NON;NON;Dans QP
Hors EP;0631070W;SAINTE THECLE;NON;NON;
Hors EP;0062147B;SAINT BARTHELEMY;NON;NON;
Hors EP;0671618V;SEMINAIRE DE  JEUNES;NON;NON;
Hors EP;0870003F;JEAN GIRAUDOUX;NON;NON;
Hors EP;0650001Y;RENE BILLERES;NON;NON;
Hors EP;0631034G;SAINTE MARIE;NON;NON;
Hors EP;0592916Z;NOTRE-DAME DE GRACE;NON;NON;Dans QP
Hors EP;0831444U;SAINTE JEANNE D ARC;NON;NON;Dans QP
Hors EP;0500112A;NOTRE DAME DE LA PROVIDENCE;NON;NON;
Hors EP;0860903P;UNION CHRETIENNE;NON;NON;Dans QP
Hors EP;0291654R;ST JOSEPH;NON;NON;Dans QP
Hors EP;0783283V;L'ERMITAGE;NON;NON;
Hors EP;0071397F;LE CHEYLARD;NON;NON;
Hors EP;0340005W;FERDINAND FABRE;NON;NON;Dans QP
Hors EP;0760056Y;JULES SIEGFRIED;NON;NON;Dans QP
Hors EP;0762920L;PIERRE DE COUBERTIN;NON;NON;
Hors EP;0754025T;SAINT-NICOLAS;NON;NON;
Hors EP;0360024F;BALZAC - D'ALEMBERT;NON;NON;Dans QP
Hors EP;0310017A;PAUL MATHOU;NON;NON;
Hors EP;9720829U;SEMINAIRE-COLLEGE STE MARIE;NON;NON;Dans QP
Hors EP;9720479N;ADVENTISTE RAMA;NON;NON;
Hors EP;0442725Y;TALENSAC - JEANNE BERNARD;NON;NON;
Hors EP;0810068J;D'AMBOISE;NON;NON;Dans QP
Hors EP;0271585B;JEAN MOULIN;NON;NON;
Hors EP;0290156M;ST LOUIS;NON;NON;
Hors EP;0770934X;LEONARD DE VINCI;NON;NON;Dans QP
Hors EP;0021874B;SAINT REMY;NON;NON;Dans QP
Hors EP;0932619S;SAINT GERMAIN;NON;NON;Dans QP
Hors EP;0932653D;SAINT JOSEPH LA SALLE;NON;NON;Dans QP
Hors EP;0141172Y;MARIE-JOSEPH;NON;NON;
Hors EP;9720692V;NORD ATLANTIQUE;NON;NON;Dans QP
Hors EP;0290022S;PAUL SERUSIER;NON;NON;
Hors EP;0120006S;LA DECOUVERTE;NON;NON;
Hors EP;0030072M;SAINT PIERRE;NON;NON;Dans QP
Hors EP;0910815S;JEANNE D'ARC;NON;NON;Dans QP
Hors EP;0230002C;EUGENE JAMOT;NON;NON;
Hors EP;0140056K;ALBERT SOREL;NON;NON;Dans QP
Hors EP;0350042F;MAUPERTUIS;NON;NON;Dans QP
Hors EP;0930933J;ASSOMPTION;NON;NON;Dans QP
Hors EP;0850077X;STE URSULE;NON;NON;
Hors EP;0671602C;INSTITUTION STE PHILOMENE;NON;NON;
Hors EP;0134004G;SAINT CHARLES;NON;NON;
Hors EP;0370748M;SAINT GATIEN;NON;NON;Dans QP
Hors EP;0781974X;SAINT-EXUPERY;NON;NON;
Hors EP;0620027T;PABLO PICASSO;NON;NON;Dans QP
Hors EP;0951811C;FERNAND ET NADIA LEGER;NON;NON;Dans QP
Hors EP;0631033F;SEVIGNE SAINT LOUIS;NON;NON;
Hors EP;0480025S;NOTRE-DAME;NON;NON;Dans QP
Hors EP;0450758E;SAINT PAUL-BOURDON BLANC;NON;NON;
Hors EP;0741669M;ROGER FRISON ROCHE;NON;NON;
Hors EP;0180036S;HENRI BRISSON;NON;NON;Dans QP
Hors EP;0090018W;DU COUSERANS;NON;NON;Dans QP
Hors EP;0850136L;JEANNE D'ARC;NON;NON;
Hors EP;0060670W;SAINTE MARIE;NON;NON;
Hors EP;0560098C;NOTRE DAME DU VOEU;NON;NON;Dans QP
Hors EP;0430003V;LA FAYETTE;NON;NON;
Hors EP;0720055U;PAUL SCARRON;NON;NON;
Hors EP;0441653H;ST JOSEPH LA JOLIVERIE;NON;NON;Dans QP
Hors EP;0511145T;ST MICHEL;NON;NON;Dans QP
Hors EP;0932118X;JEAN MOULIN;NON;NON;Dans QP
Hors EP;0940118T;LOUIS ARMAND;NON;NON;Dans QP
Hors EP;0580761M;MAURICE GENEVOIX;NON;NON;
Hors EP;0541270M;JEAN HANZELET;NON;NON;Dans QP
Hors EP;0221571N;KERRAOUL;NON;NON;
Hors EP;0830100H;NOTRE DAME;NON;NON;Dans QP
Hors EP;0761719F;SACRE-COEUR;NON;NON;Dans QP
Hors EP;0511140M;ST JOSEPH;NON;NON;
Hors EP;0220106W;JEAN XXIII;NON;NON;
Hors EP;0380097Z;ET SPORTIF JEAN PREVOST;NON;NON;
Hors EP;0290034E;JEAN-MARIE LE BRIS;NON;NON;
Hors EP;0470060K;ST CAPRAIS;NON;NON;Dans QP
Hors EP;0211090W;SAINT BENIGNE;NON;NON;
Hors EP;0740097D;LA PRESENTATION DE MARIE;NON;NON;Dans QP
Hors EP;0490835S;ST JOSEPH;NON;NON;
Hors EP;0753827C;LOUISE DE MARILLAC;NON;NON;
Hors EP;0070004S;ASTIER;NON;NON;Dans QP
Hors EP;0730043A;RENE PERRIN;NON;NON;
Hors EP;0171455P;MARCEL DASSAULT;NON;NON;Dans QP
Hors EP;0520019N;PHILIPPE LEBON;NON;NON;
Hors EP;0320051G;ORATOIRE SAINTE-MARIE;NON;NON;
Hors EP;0941719H;EPIN;NON;NON;Dans QP
Hors EP;0753598D;SEVIGNE;NON;NON;
Hors EP;0430953C;EMMANUEL CHABRIER;NON;NON;
Hors EP;0851705S;COLETTE LE BRET;NON;NON;
Hors EP;0912251C;HENRI POINCARE;NON;NON;
Hors EP;0940877T;NOTRE DAME DE LA PROVIDENCE;NON;NON;
Hors EP;0141157G;INSTITUTION JEANNE D'ARC;NON;NON;
Hors EP;0040023D;PAUL ARENE;NON;NON;
Hors EP;7200123W;DE BALAGNE;NON;NON;
Hors EP;0251024C;LES AUGUSTINS;NON;NON;Dans QP
Hors EP;0240076C;STE MARTHE - ST FRONT;NON;NON;Dans QP
Hors EP;0400067F;JEAN CASSAIGNE;NON;NON;Dans QP
Hors EP;0930965U;HENRI MATISSE;NON;NON;Dans QP
Hors EP;0260074P;MONTPLAISIR;NON;NON;Dans QP
Hors EP;0381660Y;SAINTE CECILE;NON;NON;
Hors EP;0350783L;ST MARTIN QUARTIER STE GENEVIE;NON;NON;Dans QP
Hors EP;0241125T;ANTOINE DE ST EXUPERY;NON;NON;
Hors EP;0180008L;PIERRE-EMILE MARTIN;NON;NON;
Hors EP;0460493L;GASTON MONNERVILLE;NON;NON;Dans QP
Hors EP;0341523W;SAINT-JOSEPH;NON;NON;Dans QP
Hors EP;0442778F;SAINT-MARTIN;NON;NON;
Hors EP;0410675L;NOTRE DAME DES AYDES;NON;NON;Dans QP
Hors EP;0754042L;LE REBOURS;NON;NON;Dans QP
Hors EP;0671611M;INSTIT.LA DOCTRINE CHRETIENNE;NON;NON;Dans QP
Hors EP;0573326F;LOUIS CASIMIR TEYSSIER;NON;NON;
Hors EP;0672614C;GEORGES IMBERT;NON;NON;
Hors EP;0120031U;RAYMOND SAVIGNAC;NON;NON;Dans QP
Hors EP;0050035L;ST JOSEPH;NON;NON;Dans QP
Hors EP;0740099F;SAINT JOSEPH;NON;NON;
Hors EP;0141165R;COURS NOTRE-DAME;NON;NON;
Hors EP;0790080H;SAINT JOSEPH;NON;NON;Dans QP
Hors EP;0750676C;CAROLINE DORIAN;NON;NON;
Hors EP;0132810J;STE MARIE;NON;NON;
Hors EP;0840075A;ST LOUIS;NON;NON;Dans QP
Hors EP;0840940R;ST JEAN BAPTISTE DE LA SALLE;NON;NON;Dans QP
Hors EP;0710112L;JEANNE D'ARC;NON;NON;
Hors EP;0753948J;L'ASSOMPTION;NON;NON;
Hors EP;0352471W;ST MAGLOIRE;NON;NON;
Hors EP;0952208J;SAINT JOSEPH;NON;NON;Dans QP
Hors EP;0100003Z;GASTON BACHELARD;NON;NON;
Hors EP;0290071V;YVES THEPOT;NON;NON;
Hors EP;0381513N;PUPILLES DE L'AIR;NON;NON;
Hors EP;0530046M;ST MICHEL;NON;NON;
Hors EP;0753850C;SAINT-THOMAS D'AQUIN;NON;NON;
Hors EP;0470018P;MARGUERITE FILHOL;NON;NON;
Hors EP;0590112B;DUPLEIX;NON;NON;
Hors EP;0501219D;CURIE-COROT;NON;NON;Dans QP
Hors EP;0170070J;DU PAYS D'AUNIS;NON;NON;
Hors EP;0271070S;NOTRE DAME - SAINT FRANCOIS;NON;NON;Dans QP
Hors EP;0880101G;NOTRE DAME - SAINT JOSEPH;NON;NON;Dans QP
Hors EP;0350791V;MARCEL CALLO;NON;NON;
Hors EP;0330089T;JEAN MONNET;NON;NON;
Hors EP;7200719U;DU FIUM'ORBU;NON;NON;
Hors EP;0230025C;RAYMOND LOEWY;NON;NON;
Hors EP;0131345S;L'OLIVIER - ROBERT COFFY;NON;NON;
Hors EP;0100046W;ST FRANCOIS DE SALES;NON;NON;Dans QP
Hors EP;0580014A;PIERRE GILLES DE GENNES;NON;NON;Dans QP
Hors EP;0860009T;ANDRE THEURIET;NON;NON;
Hors EP;0921166T;JEAN JAURES;NON;NON;Dans QP
Hors EP;0782557F;JEAN-BAPTISTE POQUELIN;NON;NON;
Hors EP;0060729K;STANISLAS;NON;NON;Dans QP
Hors EP;0754666P;PASSY-SAINT-HONORE;NON;NON;
Hors EP;0380049X;DE LA MATHEYSINE;NON;NON;
Hors EP;0590024F;DES NERVIENS;NON;NON;
Hors EP;0570021N;CHARLES HERMITE;NON;NON;
Hors EP;0880004B;JEAN LURCAT;NON;NON;
Hors EP;0360002G;ROLLINAT;NON;NON;
Hors EP;0360043B;BLAISE PASCAL;NON;NON;Dans QP
Hors EP;0820899G;JEAN BAYLET;NON;NON;
Hors EP;0131333D;NOTRE DAME DE FRANCE;NON;NON;Dans QP
Hors EP;0631847R;MASSILLON;NON;NON;Dans QP
Hors EP;0940881X;MONTALEMBERT;NON;NON;
Hors EP;0260066F;SAINT MAURICE;NON;NON;Dans QP
Hors EP;0753943D;LA TOUR;NON;NON;
Hors EP;0290164W;NOTRE DAME DU MUR;NON;NON;
Hors EP;0783323N;SAINT THOMAS DE VILLENEUVE;NON;NON;
Hors EP;0470028A;GEORGE SAND;NON;NON;
Hors EP;0771336J;LES PANNEVELLES;NON;NON;Dans QP
Hors EP;9710884J;RAOUL GEORGES NICOLO;NON;NON;Dans QP
Hors EP;0851400K;JEAN MONNET;NON;NON;
Hors EP;0941018W;EDOUARD BRANLY;NON;NON;Dans QP
Hors EP;0540041B;GEORGES DE LA TOUR;NON;NON;Dans QP
Hors EP;0801742J;LA PROVIDENCE;NON;NON;Dans QP
Hors EP;0771720B;GUY GASNIER-SAINTE BATHILDE;NON;NON;
Hors EP;0440175B;GABRIEL DESHAYES;NON;NON;
Hors EP;0280667Y;ST PIERRE ST PAUL;NON;NON;Dans QP
Hors EP;0754924V;NOTRE-DAME -ST VINCENT DE PAUL;NON;NON;Dans QP
Hors EP;0130049H;REMPART (RUE DU);NON;NON;Dans QP
Hors EP;0240032E;ARNAUT DANIEL;NON;NON;
Hors EP;0420973E;SAINT PAUL FOREZ;NON;NON;Dans QP
Hors EP;0761721H;JEAN XXIII;NON;NON;
Hors EP;0390786T;PRE SAINT SAUVEUR;NON;NON;Dans QP
Hors EP;0380034F;LOUISE MICHEL;NON;NON;Dans QP
Hors EP;0442993P;PONTCHATEAU;NON;NON;
Hors EP;0670086E;RENE CASSIN;NON;NON;Dans QP
Hors EP;0411071S;-;NON;NON;
Hors EP;0290181P;JAVOUHEY;NON;NON;Dans QP
Hors EP;0710071S;GABRIEL VOISIN;NON;NON;
Hors EP;0590083V;CAMILLE CLAUDEL;NON;NON;Dans QP
Hors EP;0511951U;JEAN TALON;NON;NON;Dans QP
Hors EP;0601831P;ST JOSEPH DU MONCEL;NON;NON;Dans QP
Hors EP;0940885B;SAINT ANDRE;NON;NON;Dans QP
Hors EP;0490840X;BOURG CHEVREAU;NON;NON;
Hors EP;0753851D;LA ROCHEFOUCAULD;NON;NON;
Hors EP;0810071M;BARRAL;NON;NON;Dans QP
Hors EP;0841117H;STEPHANE HESSEL;NON;NON;
Hors EP;0391092A;PAUL EMILE VICTOR;NON;NON;
Hors EP;0030044G;BLAISE DE VIGENERE;NON;NON;
Hors EP;0932291K;NICOLAS-JOSEPH CUGNOT;NON;NON;Dans QP
Hors EP;0320009L;BOSSUET;NON;NON;
Hors EP;0941877E;NOTRE DAME DES MISSIONS;NON;NON;Dans QP
Hors EP;0490952U;CHAMP BLANC;NON;NON;
Hors EP;0160079Z;SAINTE MARTHE CHAVAGNES;NON;NON;Dans QP
Hors EP;0640044A;DE LA CHIMIE ALBERT CAMUS;NON;NON;
Hors EP;0880030E;LA HAIE GRISELLE;NON;NON;
Hors EP;0951090U;PIERRE MENDES-FRANCE;NON;NON;Dans QP
Hors EP;0331488N;ST ELME;NON;NON;
Hors EP;0333406Y;STAM - SAINT ANDRE SAINTE MARI;NON;NON;
Hors EP;0260071L;SAINT VICTOR;NON;NON;
Hors EP;0381803D;EXTERNAT NOTRE DAME;NON;NON;Dans QP
Hors EP;0754081D;STE URSULE-LOUISE BETTIGNIES;NON;NON;
Hors EP;0921365J;MADELEINE DANIELOU;NON;NON;
Hors EP;0141274J;ARCISSE DE CAUMONT;NON;NON;
Hors EP;0860021F;GUY CHAUVET;NON;NON;
Hors EP;0931812P;SAINT LOUIS-SAINTE CLOTILDE;NON;NON;
Hors EP;0530052U;DON BOSCO;NON;NON;
Hors EP;0100047X;ST BERNARD;NON;NON;Dans QP
Hors EP;0561641E;MARCELLIN BERTHELOT;NON;NON;
Hors EP;0940882Y;SAINT MICHEL;NON;NON;
Hors EP;0071351F;XAVIER MALLET;NON;NON;Dans QP
Hors EP;0810012Y;JEAN JAURES;NON;NON;Dans QP
Hors EP;9741556Y;CATHOLIQUE MAISON BLANCHE;NON;NON;
Hors EP;0010878Z;JEANNE D'ARC;NON;NON;
Hors EP;0753834K;YABNE;NON;NON;Dans QP
Hors EP;0511565Z;FRANCOIS ARAGO;NON;NON;Dans QP
Hors EP;0170098P;LA SALLE SAINT LOUIS;NON;NON;
Hors EP;0430020N;CHARLES ET ADRIEN DUPUY;NON;NON;Dans QP
Hors EP;0501839C;SIVARD DE BEAULIEU;NON;NON;
Hors EP;0160022M;EMILE ROUX;NON;NON;
Hors EP;0560016N;BROCELIANDE;NON;NON;
Hors EP;0631074A;FENELON;NON;NON;Dans QP
Hors EP;0211091X;LES ARCADES;NON;NON;
Hors EP;0593106F;SAINTE ODILE;NON;NON;Dans QP
Hors EP;0421022H;SAINTE MARIE LA GRAND'GRANGE;NON;NON;Dans QP
Hors EP;0220027K;FULGENCE BIENVENUE;NON;NON;
Hors EP;0650012K;MICHELET;NON;NON;
Hors EP;0890067P;SAINT ETIENNE;NON;NON;Dans QP
Hors EP;0351930H;LA PROVIDENCE;NON;NON;
Hors EP;0680134B;DON BOSCO;NON;NON;
Hors EP;0920908M;SAINT THOMAS DE VILLENEUVE;NON;NON;
Hors EP;0390027T;VICTOR BERARD;NON;NON;
Hors EP;0620042J;ANDRE MALRAUX;NON;NON;Dans QP
Hors EP;0310028M;VINCENT AURIOL;NON;NON;
Hors EP;0711064W;-;NON;NON;
Hors EP;0133822J;SAINT JEAN DE GARGUIER;NON;NON;
Hors EP;0240079F;ST JOSEPH;NON;NON;
Hors EP;0622110G;SAINT PIERRE;NON;NON;Dans QP
Hors EP;0830095C;SAINTE MARIE;NON;NON;Dans QP
Hors EP;0080082W;SAINT PAUL;NON;NON;
Hors EP;0210018F;HIPPOLYTE FONTAINE;NON;NON;
Hors EP;0131331B;ST JOSEPH LES MARISTES;NON;NON;Dans QP
Hors EP;0890070T;SAINT JOSEPH - LA SALLE;NON;NON;Dans QP
Hors EP;9710054G;MAITRISE DE MASSABIELLE;NON;NON;Dans QP
Hors EP;0753941B;GERSON;NON;NON;
Hors EP;0710023P;LA PRAT'S;NON;NON;
Hors EP;9730514W;BALATA;NON;NON;
Hors EP;0441993C;CARCOUET;NON;NON;Dans QP
Hors EP;0930863H;MAISON DE LA LEGION D'HONNEUR;NON;NON;
Hors EP;0641907A;BERNAT  ETXEPARE;NON;NON;Dans QP
Hors EP;0850079Z;ND DE LA TOURTELIERE;NON;NON;
Hors EP;0610698C;SAINT THOMAS D'AQUIN;NON;NON;Dans QP
Hors EP;0121428M;LOUIS QUERBES;NON;NON;Dans QP
Hors EP;9720725F;JOSEPH ZOBEL;NON;NON;
Hors EP;0850027T;ROSA PARKS;NON;NON;Dans QP
Hors EP;0510007F;ETIENNE OEHMICHEN;NON;NON;Dans QP
Hors EP;0593109J;NOTRE-DAME DE LA PAIX;NON;NON;Dans QP
Hors EP;0830099G;FENELON;NON;NON;
Hors EP;0753824Z;MASSILLON;NON;NON;
Hors EP;0681888H;AMELIE ZURCHER;NON;NON;
Hors EP;0131339K;ST JOSEPH DE LA MADELEINE;NON;NON;Dans QP
Hors EP;0342175E;LA MERCI LITTORAL;NON;NON;
Hors EP;0701035V;LOUIS ARAGON;NON;NON;Dans QP
Hors EP;0341915X;LEGTA F BAZILLE - AGROPOLIS;NON;NON;
Hors EP;0720012X;RACAN;NON;NON;
Hors EP;0180024D;JEAN MOULIN;NON;NON;Dans QP
Hors EP;0670007U;ADRIEN ZELLER;NON;NON;
Hors EP;0761708U;FENELON;NON;NON;Dans QP
Hors EP;0761713Z;LA PROVIDENCE;NON;NON;
Hors EP;0890032B;CHEVALIER D'EON;NON;NON;
Hors EP;0420014M;JACOB HOLTZER;NON;NON;Dans QP
Hors EP;9720771F;LA JETEE;NON;NON;
Hors EP;0782556E;LEONARD DE VINCI;NON;NON;
Hors EP;0430055B;LA CHARTREUSE PARADIS;NON;NON;
Hors EP;0932074Z;MARCEL CACHIN;NON;NON;Dans QP
Hors EP;0891168L;PIERRE LAROUSSE;NON;NON;
Hors EP;0480007X;CHAPTAL;NON;NON;Dans QP
Hors EP;0573231C;CONDORCET;NON;NON;
Hors EP;0850016F;ATLANTIQUE;NON;NON;
Hors EP;0753844W;SAINTE-GENEVIEVE;NON;NON;
Hors EP;0760058A;SCHUMAN-PERRET;NON;NON;Dans QP
Hors EP;0750671X;EDGAR QUINET;NON;NON;Dans QP
Hors EP;0090013R;MIREPOIX;NON;NON;
Hors EP;0131596P;POILUS (BD DES);NON;NON;
Hors EP;0830098F;EXTERNAT SAINT JOSEPH LA CORDE;NON;NON;Dans QP
Hors EP;0021476U;LEONARD DE VINCI;NON;NON;Dans QP
Hors EP;0660057D;ET SPORTIF PIERRE DE COUBERTIN;NON;NON;
Hors EP;0290012F;VAUBAN;NON;NON;Dans QP
Hors EP;0922149L;RENE AUFFRAY;NON;NON;
Hors EP;0761735Y;JEANNE D'ARC;NON;NON;Dans QP
Hors EP;0220110A;ST CHARLES;NON;NON;
Hors EP;0940113M;LANGEVIN-WALLON;NON;NON;Dans QP
Hors EP;0210047M;ANNA JUDIC;NON;NON;
Hors EP;0940891H;PETIT VAL;NON;NON;Dans QP
Hors EP;0950762M;SAINT MARTIN DE FRANCE;NON;NON;Dans QP
Hors EP;0050004C;HONORE ROMANE;NON;NON;
Hors EP;0772120L;JEAN MOULIN;NON;NON;Dans QP
Hors EP;0870050G;JEAN BAPTISTE DARNET;NON;NON;
Hors EP;0570029X;JEAN MOULIN;NON;NON;Dans QP
Hors EP;0810033W;MARECHAL SOULT;NON;NON;Dans QP
Hors EP;0771232W;ICEF SAINT ASPAIS;NON;NON;
Hors EP;0271053Y;SAINT ADJUTOR;NON;NON;
Hors EP;0753838P;SAINT-SULPICE;NON;NON;
Hors EP;0801900F;DE L'AUTHIE;NON;NON;
Hors EP;0940585A;FRANCOIS MANSART;NON;NON;
Hors EP;0220065B;JOSEPH SAVINA;NON;NON;
Hors EP;0680060W;RIBEAUPIERRE;NON;NON;
Hors EP;0922398G;GUSTAVE EIFFEL;NON;NON;
Hors EP;0940822H;CLAUDE-NICOLAS LEDOUX;NON;NON;
Hors EP;0942354Y;ENSEMBLE SAINTE MARIE;NON;NON;Dans QP
Hors EP;0110670U;BEAUSEJOUR;NON;NON;Dans QP
Hors EP;0220111B;ST PIERRE;NON;NON;
Hors EP;0260006R;FRANCOIS JEAN ARMORIN;NON;NON;
Hors EP;0383242T;INTERNATIONAL EUROPOLE;NON;NON;
Hors EP;0340028W;JOSEPH VALLOT;NON;NON;Dans QP
Hors EP;0762953X;DE LA COTE D'ALBATRE;NON;NON;
Hors EP;0100025Y;LES LOMBARDS;NON;NON;Dans QP
Hors EP;0511901P;COLBERT;NON;NON;Dans QP
Hors EP;0350030T;PIERRE MENDES FRANCE;NON;NON;
Hors EP;0711249X;FREDERIC OZANAM;NON;NON;Dans QP
Hors EP;0010070W;SAINT PIERRE;NON;NON;Dans QP
Hors EP;0330115W;RECLUS;NON;NON;Dans QP
Hors EP;0860028N;JEAN MOULIN;NON;NON;
Hors EP;0720896H;PRYTANEE NATIONAL MILITAIRE;NON;NON;
Hors EP;0622198C;ET CAMPUS SAINT JOSEPH;NON;NON;Dans QP
Hors EP;0753933T;SAINT-LOUIS DE GONZAGUE;NON;NON;
Hors EP;0753842U;NOTRE-DAME DE SION;NON;NON;
Hors EP;0671639T;INSTITUTION SAINTE CLOTILDE;NON;NON;Dans QP
Hors EP;0311126F;LE FERRADOU;NON;NON;
Hors EP;0840001V;CHARLES DE GAULLE (PLACE);NON;NON;Dans QP
Hors EP;0710001R;BONAPARTE;NON;NON;
Hors EP;0300052U;ANDRE CHAMSON;NON;NON;
Hors EP;0290009C;DE L'IROISE;NON;NON;
Hors EP;9730010Y;EXTERNAT SAINT JOSEPH;NON;NON;Dans QP
