Identifiant_de_l_etablissement,Nom_etablissement,Type_etablissement,Statut_public_prive,Segpa,Lycee_Agricole,Lycee_militaire,code_nature,libelle_nature,Code_type_contrat_prive,etablissement_mere,type_rattachement_etablissement_mere,
0500120J,Lycée Institut Saint-Lô,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0501303V,,
0311162V,Collège Sainte-Geneviève,Collège,Privé,0,0,0,,340,COLLEGE,0311965T,,
0440210P,Collège Sainte Madeleine Joliverie,Collège,Privé,0,0,0,,340,COLLEGE,0440210P,,
0351963U,Lycée Saint-Exupéry de Vitré - The Land,Lycée,Privé,1,0,1,0,,320,60,,
0441937S,Collège Saint-Donatien,Collège,Privé,0,0,0,,340,COLLEGE,0441937S,,
0121500R,Collège Saint-Viateur-Canaguet,Collège,Privé,0,0,0,,340,COLLEGE,0121273U,,
0312356T,Lycée général privé Ohr Torah-Leder Institut,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0311264F,,
0291867X,Collège Charles de Foucauld - Estran,Collège,Privé,1,0,0,,340,COLLEGE,0290131K,,
0271049U,Lycée privé Saint-Ouen,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0270006K,,
0341606L,Lycée professionnel agricole privé Maurice Clavel,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0640141F,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0641786U,,
0850108F,Collège Saint-Paul,Collège,Privé,0,0,0,,340,COLLEGE,0850108F,,
0860758G,Collège privé la Providence,Collège,Privé,0,0,0,,340,COLLEGE,0860965G,,
0161049D,Collège privé catholique Sainte-Marie,Collège,Privé,0,0,0,,340,COLLEGE,0160829P,,
0110678C,Lycée privé  Saint-Joseph Limoux,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0341472R,Lycée d'enseignement agricole privé Institut Marie Sagnier,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0940882Y,Lycée Saint-Michel de Picpus,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0940881X,Lycée Montalembert,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,,,
0134107U,Lycée général Ibn Khaldoun,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0340881Y,Lycée privé Notre-Dame de la Merci,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0680141J,Lycée privé épiscopal,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0681932F,,
0511140M,Lycée Saint-Joseph,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0511179E,,
0941877E,Lycée Notre-Dame des Missions St Pierre,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,,, 5 ET 10)
0131441W,Lycée professionnel Saint-Michel,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0132950L,,
0690585L,Collège Notre-Dame,Collège,Privé,0,0,0,,340,COLLEGE,0690585L,,
0430086K,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0430030Z,,
0951998F,École nationale des professions de l'automobile,Lycée,Privé,0,0,0,,306,LYCEE POLYVALENT,0950884V,,
0261134S,Collège Saint-Bonnet,Collège,Privé,0,0,0,,340,COLLEGE,0260030S,,
0010084L,Collège Saint-Charles,Collège,Privé,0,0,0,,340,COLLEGE,0010821M,,
0570223H,Collège Sainte-Chrétienne,Collège,Privé,0,0,0,,340,COLLEGE,0570087K,,
0753820V,Lycée privé des Francs Bourgeois - La Salle,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0750132L,,
0121309H,Lycée professionnel privé Saint-Joseph,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0121273U,,
0761353H,Lycée professionnel privé de la coiffure Albert Pourrière,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,,,
0783282U,Lycée Blanche de Castille,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0680137E,Collège privé Sainte-Marie,Collège,Privé,0,0,0,,340,COLLEGE,0680101R,,
0850082C,Collège Richelieu,Collège,Privé,1,0,0,,340,COLLEGE,0851129R,,
0300112J,Lycée privé polyvalent de la Chambre de commerce et d'industrie,Lycée,Privé,0,0,0,,306,LYCEE POLYVALENT,0300945P,,
0421798B,Collège La Salle,Collège,Privé,1,0,0,,340,COLLEGE,0421803G,,
0420978K,Collège François d'Assise,Collège,Privé,0,0,0,,340,COLLEGE,0421797A,,
0133494C,Collège Hamaskaïne,Collège,Privé,0,0,0,,340,COLLEGE,,,
0441791H,LPP de l'Erdre,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0291227B,Collège Saint-Augustin,Collège,Privé,0,0,0,,340,COLLEGE,0291104T,,
0290307B,Collège Sainte-Croix,Collège,Privé,0,0,0,,340,COLLEGE,0290107J,,
0511139L,Collège Jeanne d'Arc - La Salle,Collège,Privé,0,0,0,,340,COLLEGE,0511214T,,
0440231M,Collège Sainte-Anne,Collège,Privé,0,0,0,,340,COLLEGE,0441066V,,
0940807S,Collège Sainte-Thérèse,Collège,Privé,0,0,0,,340,COLLEGE,,,
0490853L,Collège Saint-Vincent,Collège,Privé,0,0,0,,340,COLLEGE,0492432C,,
0910836P,Collège du Sacré-Coeur,Collège,Privé,0,0,0,,340,COLLEGE,,,
0421061A,Collège Saint-Camille,Collège,Privé,0,0,0,,340,COLLEGE,0420060M,,
0220167M,Collège Notre-Dame de la Clarté,Collège,Privé,0,0,0,,340,COLLEGE,0221029Z,,
0312062Y,Lycée professionnel privé Issec Pigier,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0311111P,,
0141168U,Collège Notre-Dame-Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0140043W,,
0610710R,Collège Tregaro,Collège,Privé,0,0,0,,340,COLLEGE,0610044S,,
0350852L,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0350002M,,
0280663U,Collège privé Sainte-Marie,Collège,Privé,0,0,0,,340,COLLEGE,0280751P,,
0060720A,Collège Sainte-Marie,Collège,Privé,0,0,0,,340,COLLEGE,0061279H,,
0930963S,Collège Sainte-Marie,Collège,Privé,0,0,0,,340,COLLEGE,,,
0170113F,Collège privé Sainte-Marie de la Providence,Collège,Privé,0,0,0,,340,COLLEGE,0170672N,,
0390083D,Collège privé Laurent Monnier,Collège,Privé,0,0,0,,340,COLLEGE,0390010Z,,
0350875L,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0350017D,,
0900335A,Collège privé Sainte-Marie,Collège,Privé,0,0,0,,340,COLLEGE,0900335A,,
0180567U,Collège privé Sainte-Marie,Collège,Privé,0,0,0,,340,COLLEGE,0180023C,,
0761725M,Collège Sainte-Geneviève,Collège,Privé,0,0,0,,340,COLLEGE,0761701L,,
0640165G,Collège Jean de Mayorga,Collège,Privé,0,0,0,,340,COLLEGE,0640162D,,
0331529H,Collège Européen Jeanne d'Arc - Assomption,Collège,Privé,0,0,0,,340,COLLEGE,0331492T,,
0660872P,Collège privé Pompeu Fabra,Collège,Privé,0,0,0,,340,COLLEGE,0660872P,,
0120077U,Collège des Monts et Lacs,Collège,Privé,0,0,0,,340,COLLEGE,0120018E,,
0640121J,Collège Notre-Dame,Collège,Privé,0,0,0,,340,COLLEGE,0641279T,,
0190059L,Collège privé Notre-Dame Jeanne-d'Arc - ensemble scolaire Edmond Michelet,Collège,Privé,0,0,0,,340,COLLEGE,0190065T,,
0440199C,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0440209N,,
0783307W,Collège Saint-Augustin,Collège,Privé,0,0,0,,340,COLLEGE,,,
0910827E,Collège Jeanne d'Arc,Collège,Privé,0,0,0,,340,COLLEGE,,,
0360510J,Collège privé Sainte-Anne,Collège,Privé,0,0,0,,340,COLLEGE,0360719L,,
0690590S,Collège Sainte-Marie,Collège,Privé,0,0,0,,340,COLLEGE,0690016T,,
0951916S,Collège ORT,Collège,Privé,0,0,0,,340,COLLEGE,0950749Y,,
0755192L,Collège privé Gaston Tenoudji,Collège,Privé,0,0,0,,340,COLLEGE,0755192L,,
0100058J,Collège Saint-Dominique Savio,Collège,Privé,0,0,0,,340,COLLEGE,0100057H,,
0511138K,Collège Notre-Dame,Collège,Privé,0,0,0,,340,COLLEGE,0511179E,,
0880098D,Collège Sainte-Marie,Collège,Privé,0,0,0,,340,COLLEGE,0880100F,,
0572925V,Collège de la Salle,Collège,Privé,0,0,0,,340,COLLEGE,0572350V,,
0132950L,Collège du Sacré-Coeur,Collège,Privé,0,0,0,,340,COLLEGE,0132950L,,
0921012A,Collège Notre-Dame de France,Collège,Privé,0,0,0,,340,COLLEGE,0921240Y,,
0753996L,Collège privé Saint-Honoré d'Eylau,Collège,Privé,0,0,0,,340,COLLEGE,0754666P,,
0930903B,Collège privé Notre-Dame des Vertus,Collège,Privé,0,0,0,,340,COLLEGE,,,
0550046B,Collège La Croix,Collège,Privé,0,0,0,,340,COLLEGE,0550703R,,
0930966V,Collège Alliance,Collège,Privé,0,0,0,,340,COLLEGE,,,
0593143W,Collège Sacré-Coeur,Collège,Privé,0,0,0,,340,COLLEGE,0593120W,,
0133335E,Collège Saint-Augustin,Collège,Privé,0,0,0,,340,COLLEGE,0132094F,,
0560108N,Collège Sacré-Coeur,Collège,Privé,1,0,0,,340,COLLEGE,0560058J,,
0753850C,Lycée privé Saint-Thomas d'Aquin,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0752912H,,
0440241Y,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0441251W,,
0440196Z,Collège Sainte-Anne,Collège,Privé,0,0,0,,340,COLLEGE,0441202T,,
0391003D,Collège privé Sainte-Marie,Collège,Privé,0,0,0,,340,COLLEGE,0390906Y,,
0390075V,Collège privé Jeanne d'Arc,Collège,Privé,0,0,0,,340,COLLEGE,0391092A,,
0280994D,Collège privé Saint-Pierre Saint-Paul,Collège,Privé,1,0,0,,340,COLLEGE,0280658N,,
0530061D,Collège Saint-Jean-Baptiste de La Salle,Collège,Privé,1,0,0,,340,COLLEGE,0530061D,,
0340876T,Collège privé Saint-François-Régis,Collège,Privé,0,0,0,,340,COLLEGE,,,
0500144K,Collège du Sacré-Coeur,Collège,Privé,0,0,0,,340,COLLEGE,0500112A,,
0131318M,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0134342Z,,
0131322S,Collège Saint-Charles,Collège,Privé,0,0,0,,340,COLLEGE,0132280H,,
0131681G,Lycée de chimie-biologie La Forbine,Lycée,Privé,0,0,0,,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,,,
0390091M,Lycée général et technologique privé Jeanne d'Arc,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0391092A,,
0730791N,Collège privé catholique Lamartine,Collège,Privé,0,0,0,,340,COLLEGE,0730853F,,
0730762G,Collège privé Notre-Dame du Rocher,Collège,Privé,0,0,0,,340,COLLEGE,0731042L,,
0631083K,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0631153L,,
0631081H,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0631081H,,
0631080G,Collège Notre-Dame,Collège,Privé,0,0,0,,340,COLLEGE,0630009T,,
0560153M,Collège Sainte-Thérèse,Collège,Privé,0,0,0,,340,COLLEGE,0560044U,,
0730769P,Collège privé Fondation d'Auteuil,Collège,Privé,0,0,0,,340,COLLEGE,0731069R,,
0641660G,Collège Saint-Dominique,Collège,Privé,0,0,0,,340,COLLEGE,0641660G,,
0311967V,Collège L'Annonciation,Collège,Privé,0,0,0,,340,COLLEGE,0311965T,,
0470811B,Collège Sainte-Catherine,Collège,Privé,0,0,0,,340,COLLEGE,0470694Z,,
9830420P,Collège privé Hnaizianu (ASEE),Collège,Privé,0,0,0,340,COLLEGE,30,,,
9830392J,Collège privé de Taremen (ASEE),Collège,Privé,0,0,0,340,COLLEGE,30,,,
9830261S,Lycée privé Blaise Pascal (DDEC),Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
9840016V,Collège Notre-Dame des Anges,Collège,Privé,0,0,0,340,COLLEGE,30,,,
9830431B,Collège privé de Baganda,Collège,Privé,0,0,0,340,COLLEGE,30,,,
9830400T,Collège privé de Hnathalo (DDEC),Collège,Privé,0,0,0,340,COLLEGE,30,,,
0442226F,Lycée privé la Mennais,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0441149K,,
0370757X,Lycée professionnel privé Institution Notre Dame La Riche,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0370769K,,
0271047S,Collège institution Jeanne d'Arc,Collège,Privé,0,0,0,,340,COLLEGE,0271631B,,
0811061N,Collège Bon Sauveur,Collège,Privé,0,0,0,,340,COLLEGE,0811061N,,
0221751J,Collège Saint-Pierre,Collège,Privé,0,0,0,,340,COLLEGE,0220185G,,
0560166B,Collège Saint-Joseph - La Salle,Collège,Privé,1,0,0,,340,COLLEGE,0560044U,,
0561352R,Collège Saint-Tudy,Collège,Privé,0,0,0,,340,COLLEGE,0560215E,,
0912342B,Lycée polyvalent La Salle Igny,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0170384A,Collège privé Sainte-Marie Saint-Jean-Baptiste,Collège,Privé,0,0,0,,340,COLLEGE,0171114U,,
0350869E,Collège Sainte-Marie,Collège,Privé,0,0,0,0,,340,30,0350017D,
0931026K,Lycée polyvalent privé Protectorat Saint-Joseph,Lycée,Privé,0,0,0,,306,LYCEE POLYVALENT,,,
0763409T,Lycée privé Jean-Paul II,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0760172Z,,
0761719F,Lycée privé Sacré-Coeur,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0760172Z,,
0781662H,Collège Saint-François d'Assise,Collège,Privé,1,0,0,,340,COLLEGE,,,
0440221B,Collège Saint-Michel,Collège,Privé,1,0,0,,340,COLLEGE,0441252X,,
0290247L,Collège Saint-Trémeur,Collège,Privé,0,0,0,,340,COLLEGE,0291102R,,
0370881G,Lycée privé Marmoutier,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0370765F,,
9720074Y,Lycée professionnel Saint-Joseph de Cluny,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,9720005Y,,
0142173L,Lycée expérimental,Lycée,Public,0,0,0,,315,LYCEE EXPERIMENTAL,0141136J,0140014P,
0501704F,Collège Notre-Dame de la Providence,Collège,Privé,0,0,0,,340,COLLEGE,0500112A,,
0561840W,Collège Notre-Dame,Collège,Privé,0,0,0,,340,COLLEGE,0560050A,,
0441928G,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0441360P,,
0640110X,Collège privé Stella Maris,Collège,Privé,0,0,0,,340,COLLEGE,0640110X,,
0572930A,Collège Sainte-Chrétienne,Collège,Privé,0,0,0,,340,COLLEGE,0572363J,,
0030980Z,Collège Sainte-Procule,Collège,Privé,0,0,0,,340,COLLEGE,0030017C,,
0150065P,Collège Notre-Dame des Oliviers,Collège,Privé,0,0,0,,340,COLLEGE,0150029A,,
0910843X,Lycée polyvalent Saint-Pierre,Lycée,Privé,0,0,0,,306,LYCEE POLYVALENT,,,
0720817X,Collège Saint-Coeur de Marie,Collège,Privé,0,0,0,,340,COLLEGE,0721478R,,
0931844Z,Collège privé Charles Péguy,Collège,Privé,0,0,0,,340,COLLEGE,,,
0421014Z,Collège Notre-Dame des Collines,Collège,Privé,0,0,0,,340,COLLEGE,0420027B,,
0560115W,Collège Notre-Dame le Ménimur,Collège,Privé,0,0,0,,340,COLLEGE,0560050A,,
0690599B,Collège de l'école Juive de Lyon,Collège,Privé,0,0,0,,340,COLLEGE,0692155T,,
0350849H,Collège La Salle Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0351909K,,
0840069U,Collège Notre-Dame,Collège,Privé,0,0,0,,340,COLLEGE,0840069U,,
0753854G,Collège privé Thérèse Chappuis,Collège,Privé,0,0,0,,340,COLLEGE,0753854G,,
0061461F,Collège Stanislas,Collège,Privé,0,0,0,,340,COLLEGE,0060086L,,
0681656F,Lycée professionnel privé Saint-Jean,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0681162U,,
0920917X,Lycée Notre-Dame,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0920778W,,
0350864Z,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0352957Z,,
0511145T,Lycée polyvalent Saint-Michel,Lycée,Privé,0,0,0,,306,LYCEE POLYVALENT,0511802G,,
0940822H,Lycée Claude Nicolas Ledoux,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0131432L,Lycée professionnel Saint-André (les Routiers),Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0131372W,,
0410855G,Lycée d'enseignement agricole privé de Boissay,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0721684P,Lycée polyvalent Saint-Charles-Sainte-Croix,Lycée,Privé,0,0,0,,306,LYCEE POLYVALENT,0720815V,,
0352070K,Collège Assomption,Collège,Privé,0,0,0,,340,COLLEGE,0350027P,,
0400068G,Collège Vincent de Paul,Collège,Privé,1,0,0,,340,COLLEGE,0401022U,,
0593136N,Lycée privé Saint-Jacques,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0593136N,,
0831207L,Lycée Marie France,Lycée,Privé,0,0,0,,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,0831476D,,
0350785N,Collège Moka,Collège,Privé,0,0,0,,340,COLLEGE,0350044H,,
0511135G,Lycée Notre-Dame Saint-Victor,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0511189R,,
0271070S,Lycée privé Institution Notre-Dame Saint-François,Lycée,Privé,0,0,0,,306,LYCEE POLYVALENT,0271104D,,
0141167T,Collège Sainte-Trinite,Collège,Privé,0,0,0,,340,COLLEGE,0141272G,,
0572922S,Collège La Providence,Collège,Privé,0,0,0,,340,COLLEGE,0572922S,,
0761720G,Collège Saint-Dominique,Collège,Privé,0,0,0,,340,COLLEGE,0761692B,,
0840853W,Collège Saint-Louis,Collège,Privé,0,0,0,,340,COLLEGE,0840853W,,
0921916H,Collège Madeleine Daniélou,Collège,Privé,0,0,0,,340,COLLEGE,0920332L,,
0940809U,Collège Jeanne d'Arc,Collège,Privé,0,0,0,,340,COLLEGE,,, 8 ET 9)
0441932L,Collège Blanche de Castille,Collège,Privé,0,0,0,,340,COLLEGE,0441463B,,
0671607H,Collège privé Notre Dame de Sion,Collège,Privé,0,0,0,,340,COLLEGE,0671607H,,
0451333E,Collège privé Saint-Paul Bourdon Blanc,Collège,Privé,0,0,0,,340,COLLEGE,0450785J,,
0080994M,Collège Notre Dame,Collège,Privé,0,0,0,,340,COLLEGE,0080954U,,
9710988X,Cité scolaire La Persévérance - Collège,Collège,Privé,0,0,0,,340,COLLEGE,,,
0341473S,Lycée professionnel agricole privé le Roc Blanc,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0680131Y,Collège privé des Missions,Collège,Privé,0,0,0,,340,COLLEGE,0681268J,,
0511180F,Collège Saint-Michel,Collège,Privé,0,0,0,,340,COLLEGE,0511802G,,
0440422V,Collège Sainte-Anne,Collège,Privé,0,0,0,,340,COLLEGE,0440209N,,
0851158X,Collège Saint-Joseph,Collège,Privé,1,0,0,,340,COLLEGE,0850923S,,
0340885C,Collège privé Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,,,
0251061T,Collège privé Sainte-Jeanne-Antide,Collège,Privé,0,0,0,,340,COLLEGE,0250024R,,
0410681T,Collège privé Notre-Dame Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0410631N,,
0920890T,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0921547G,,
0921015D,Collège Saint-Pierre Saint-Jean,Collège,Privé,0,0,0,,340,COLLEGE,0922686V,,
0921018G,Collège Notre-Dame,Collège,Privé,0,0,0,,340,COLLEGE,,,
0593103C,Collège du Sacré-Coeur,Collège,Privé,1,0,0,,340,COLLEGE,0592899F,,
0941942A,Collège Ozar Hatorah Garçons,Collège,Privé,0,0,0,,340,COLLEGE,,, 5 ET 10)
0940808T,Collège Notre-Dame des Missions,Collège,Privé,0,0,0,,340,COLLEGE,,, 5 ET 10)
0690615U,Collège Saint-Martin,Collège,Privé,0,0,0,,340,COLLEGE,0690615U,,
0781591F,Collège privé Notre-Dame,Collège,Privé,0,0,0,,340,COLLEGE,,,
0341726S,Collège privé Nazareth,Collège,Privé,1,0,0,,340,COLLEGE,0341030K,,
0251048D,Collège privé Sacré-Coeur,Collège,Privé,0,0,0,,340,COLLEGE,0251129S,,
0771930E,Collège Nazareth,Collège,Privé,0,0,0,,340,COLLEGE,0770033T,,
0332493F,Collège Sainte-Marie Grand Lebrun,Collège,Privé,0,0,0,,340,COLLEGE,0332493F,,
0580068J,Collège Sainte-Marie,Collège,Privé,0,0,0,,340,COLLEGE,0580761M,,
0753982W,Collège La Salle - Notre-Dame de la Gare,Collège,Privé,0,0,0,,340,COLLEGE,0753982W,,
0350795Z,Lycée de La Salle,Lycée,Privé,0,0,0,,306,LYCEE POLYVALENT,0350027P,,
0132921E,Collège Sainte-Marie,Collège,Privé,0,0,0,,340,COLLEGE,0133314G,,
0720825F,Lycée professionnel Joseph Roussel,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0720815V,,
0134004G,Lycée Saint-Charles,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0132280H,,
9730598M,Collège de Rémire-Montjoly III,Collège,Public,1,0,0,,340,COLLEGE,,,
0610694Y,Lycée Jeanne d'Arc,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0610044S,,
0840797K,Lycée d'enseignement professionnel et technologique les Chênes,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0753947H,Lycée privé Saint-Jean de Passy,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0752870M,,
0561544Z,Collège Saint-François Xavier,Collège,Privé,0,0,0,,340,COLLEGE,0560050A,,
0841158C,Lycée Saint-Jean le Baptiste,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,,,
0940887D,Collège privé Saint-Thomas de Villeneuve,Collège,Privé,0,0,0,,340,COLLEGE,,,
0450479B,Collège privé Charles de Foucauld,Collège,Privé,0,0,0,,340,COLLEGE,0450038X,,
0550055L,Collège Sainte-Anne,Collège,Privé,0,0,0,,340,COLLEGE,0550024C,,
0720838V,Collège Saint-Julien,Collège,Privé,0,0,0,,340,COLLEGE,0720812S,,
0430898T,Collège Saint-Julien,Collège,Privé,0,0,0,,340,COLLEGE,0430854V,,
0830128N,Lycée professionnel privé la Colette,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0830053G,,
0171340P,Collège privé Saint-Louis,Collège,Privé,0,0,0,,340,COLLEGE,0170055T,,
0820755A,Collège Saint-Théodard,Collège,Privé,0,0,0,,340,COLLEGE,0820755A,,
0622121U,Collège Saint-Louis,Collège,Privé,0,0,0,,340,COLLEGE,0622112J,,
0593130G,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0593120W,,
0371329U,Collège privé Saint-Denis,Collège,Privé,0,0,0,,340,COLLEGE,0370768J,,
0622106C,Lycée général privé Saint-Vaast-Saint-Dominique,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0622108E,,
0951817J,Collège Le Luat,Collège,Privé,0,0,0,,340,COLLEGE,0951051B,,
0070059B,Collège privé Notre-Dame,Collège,Privé,0,0,0,,340,COLLEGE,0071156U,,
0300028T,Lycée professionnel privé cévenol,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,,,
0641941M,Collège Piarres Larzabal,Collège,Privé,0,0,0,,340,COLLEGE,0641941M,,
0870865T,Collège privé Jeanne d'Arc,Collège,Privé,0,0,0,,340,COLLEGE,0870865T,,
0301653J,Collège privé Institut Emmanuel d'Alzon - site de Vestric et Candiac,Collège,Privé,0,0,0,,340,COLLEGE,,,
0860764N,Collège privé le Sacré-Coeur,Collège,Privé,0,0,0,,340,COLLEGE,0860968K,,
0911748F,Collège Notre-Dame de Sion,Collège,Privé,0,0,0,,340,COLLEGE,,,
0300996V,Collège privé Samuel Vincent,Collège,Privé,0,0,0,,340,COLLEGE,,,
0441931K,Collège Saint-Joseph du Loquidy,Collège,Privé,0,0,0,,340,COLLEGE,0441470J,,
0850107E,Collège Saint-Jacques,Collège,Privé,0,0,0,,340,COLLEGE,0850107E,,
0441941W,Collège Saint-Louis,Collège,Privé,0,0,0,,340,COLLEGE,0440235S,,
0641653Z,Collège Immaculée Conception,Collège,Privé,0,0,0,,340,COLLEGE,0641653Z,,
0910980W,Collège Moreau,Collège,Privé,0,0,0,,340,COLLEGE,,,
0940806R,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,,, 8 ET 9)
0560169E,Collège Saint-Joseph - La Salle,Collège,Privé,0,0,0,,340,COLLEGE,0560044U,,
0941718G,Collège Notre-Dame de la Providence,Collège,Privé,0,0,0,,340,COLLEGE,,,
0511645L,Lycée La Salle Reims-Thillois,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0010086N,Collège Saint-Charles,Collège,Privé,0,0,0,,340,COLLEGE,0010005A,,
0060681H,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0060032C,,
0942392P,Collège privé Saint-Mesrop Arabian,Collège,Privé,0,0,0,,340,COLLEGE,,, 5 ET 10)
0560168D,Collège Sainte-Anne,Collège,Privé,0,0,0,,340,COLLEGE,0560009F,,
0660059F,Lycée privé Notre-Dame du Bon Secours,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0660077A,,
0681661L,Collège privé Jeanne d'Arc,Collège,Privé,0,0,0,,340,COLLEGE,0681661L,,
0781601S,Collège Perceval,Collège,Privé,0,0,0,,340,COLLEGE,,,
0660768B,Lycée privé Saint-Louis de Gonzague,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0660077A,,
0930960N,Lycée professionnel privé ORT Daniel Mayer,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,,,
0132907P,Collège Sévigné,Collège,Privé,0,0,0,,340,COLLEGE,0131799K,,
0783342J,Collège Sainte-Thérèse,Collège,Privé,0,0,0,,340,COLLEGE,,,
0410678P,Collège privé Saint-Charles,Collège,Privé,1,0,0,,340,COLLEGE,0410860M,,
0311209W,Collège privé sous contrat La Providence,Collège,Privé,0,0,0,,340,COLLEGE,0311968W,,
0810088F,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0810088F,,
