uai;type_etab;nom_etablissement;adresse;code_postal;commune;voie_generale;voie_techno;nbeleves;zone_ep
0750507U;Collège;Collège Georges Brassens;4 rue Erik Satie;75019;Paris;0.0;0.0;;
0752913J;Collège;Collège privé Sévigné;28 rue Pierre Nicole;75005;Paris;0.0;0.0;;
0932310F;Collège;Collège Christine de Pisan;10 chemin du Moulin de la Ville;93600;Aulnay-sous-Bois;0.0;0.0;;REP
0754290F;Collège;Collège privé Ozar Hatorah;34 rue du Moulin Joly;75011;Paris;0.0;0.0;;
0931188L;Collège;Collège Raymond Poincaré;84 avenue de la République;93120;La Courneuve;0.0;0.0;;REP+
0771921V;Collège;Collège Sainte-Marie;41 rue de Chaage;77109;Meaux;0.0;0.0;;
0910776Z;Collège;Collège Paul Eluard;1 rue Paul Eluard;91270;Vigneux-sur-Seine;0.0;0.0;;REP
0780571X;Collège;Collège Henri IV;Route de Pontoise;78250;Meulan-en-Yvelines;0.0;0.0;;
0951357J;Collège;Collège Anna de Noailles;Place de l'Europe;95270;Luzarches;0.0;0.0;;
0921180H;Collège;Collège Thomas Masaryk;1 quater rue Lamartine;92290;Châtenay-Malabry;0.0;0.0;;REP
0950932X;Collège;Collège Jean Vilar;74 rue de Conflans;95220;Herblay;0.0;0.0;;
0951672B;Collège;Collège Léonard de Vinci;79 rue de Pierrelaye;95610;Eragny;0.0;0.0;;
0921543C;Collège;Collège Georges Pompidou;1 avenue Georges Pompidou;92390;Villeneuve-la-Garenne;0.0;0.0;;REP
0911256W;Collège;Collège du Pont de Bois;12 rue du Vieux Châtre;91530;Saint-Chéron;0.0;0.0;;
0922595W;Collège;Collège Vincent Van Gogh;19 rue Gustave Eiffel;92110;Clichy;0.0;0.0;;
0921162N;Collège;Collège Les Vallées;103 avenue du Général de Gaulle;92250;La Garenne-Colombes;0.0;0.0;;
0911250P;Collège;Collège Paul Fort;1 rue du Cygne;91080;Evry-Courcouronnes;0.0;0.0;;
0911143Y;Collège;Collège Alexandre Fleming;10 rue Alexandre Fleming;91401;Orsay;0.0;0.0;;
0910860R;Collège;Collège Jules Ferry;99 rue Pierre Semard;91700;Sainte-Geneviève-des-Bois;0.0;0.0;;
0780506B;Collège;Collège Arthur Rimbaud;Rue du Bois de Tonnerre;78410;Aubergenville;0.0;0.0;;
0921165S;Collège;Collège Henri Wallon;2 rond-point Youri Gagarine;92240;Malakoff;0.0;0.0;;
0950667J;Lycée;Lycée Romain Rolland;21 avenue de Montmorency;95190;Goussainville;1.0;1.0;;
0782562L;Lycée;Lycée Hoche;73 avenue de Saint-Cloud;78000;Versailles;1.0;0.0;;
0911828T;Lycée;Lycée Georges Brassens;8 rue Georges Brassens;91080;Evry-Courcouronnes;1.0;1.0;;
0911632E;Lycée;Lycée René Cassin;17 rue Jean Moulin;91290;Arpajon;1.0;1.0;;
0911252S;Collège;Collège les Gâtines - René Cassin;6 avenue Mal de Lattre de Tassigny;91600;Savigny-sur-Orge;0.0;0.0;;
0911899V;Collège;Collège Roland Garros;38 route de Leuville;91180;Saint-Germain-lès-Arpajon;0.0;0.0;;
0911152H;Collège;Collège Jean Moulin;4 rue de la Commune de Paris;91294;La Norville;0.0;0.0;;
0911257X;Collège;Collège Jean Moulin;21 rue de Launay;91240;Saint-Michel-sur-Orge;0.0;0.0;;
0920689Z;Collège;Collège Jean Moulin;39 avenue de la Résistance;92370;Chaville;0.0;0.0;;
0783215W;Collège;Collège Jean Moulin;11 quai du 8 Mai 1945;78230;Le Pecq;0.0;0.0;;
0950900M;Collège;Collège Anatole France;34 bis avenue Pierre König;95200;Sarcelles;0.0;0.0;;REP
0921243B;Collège;Collège Anne Frank;112 rue Adolphe Pajeaud;92160;Antony;0.0;0.0;;
0911025V;Collège;Collège Jean Lurçat;Avenue de l'Aunette;91130;Ris-Orangis;0.0;0.0;;REP
0780256E;Collège;Collège Le Racinay;87 route d'Arbouville;78120;Rambouillet;0.0;0.0;;
0781789W;Collège;Collège Jean François Champollion;Rue de la Remise;78960;Voisins-le-Bretonneux;0.0;0.0;;
0951696C;Collège;Collège Georges Duhamel;132 rue Emile Zola;95220;Herblay;0.0;0.0;;
0920852B;Collège;Collège Henri Dunant;29 rue Henri Dunant;92500;Rueil-Malmaison;0.0;0.0;;
0920855E;Collège;Collège Robert Doisneau;2 rue du 11 Novembre;92120;Montrouge;0.0;0.0;;
0780185C;Collège;Collège Descartes;2 rue Descartes;78330;Fontenay-le-Fleury;0.0;0.0;;
0781108F;Collège;Collège René Cassin;12 rue des Petits Pas;78570;Chanteloup-les-Vignes;0.0;0.0;;REP+
0951279Z;Collège;Collège Les Coutures;2 rue du Val d'Oise;95620;Parmain;0.0;0.0;;
0950936B;Collège;Collège des Hautiers;18 rue des Hautiers;95640;Marines;0.0;0.0;;
0780707V;Collège;Collège Marcel Pagnol;Rue Marcel Pagnol;78270;Bonnières-sur-Seine;0.0;0.0;;
0911754M;Collège;Collège Rosa Luxemburg;1 avenue du Bois de Place;91090;Lisses;0.0;0.0;;
0950019E;Collège;Collège Jules Ferry;Rue Maurice Berteaux;95123;Ermont;0.0;0.0;;
0780267S;Collège;Collège Jean Zay;1 rue Jean Zay;78480;Verneuil-sur-Seine;0.0;0.0;;
0780180X;Collège;Collège Jules Verne;Rue Albert Thomas;78130;Les Mureaux;0.0;0.0;;REP+
0952080V;Collège;Collège Roland Vasseur;11 rue Roland Vasseur;95450;Vigny;0.0;0.0;;
0910028L;Collège;Collège Michel Vignaud;Route d'Arpajon;91470;Limours;0.0;0.0;;
0950646L;Lycée;Lycée René Cassin;7 avenue François Mitterrand;95500;Gonesse;1.0;1.0;;
0331523B;Collège;Collège Emmanuel d'Alzon - annexe collège Sainte-Anne;1 rue Emmanuel d'Alzon;33160;Saint-Médard-en-Jalles;0.0;0.0;;
0691824H;Collège;Collège Daisy Georges Martin;24 rue du 11 Novembre 1918;69540;Irigny;0.0;0.0;;
0691675W;Collège;Collège Louis Jouvet;23 rue Docteur Dolard;69100;Villeurbanne;0.0;0.0;;
0291753Y;Collège;Collège Victoire Daubié;Avenue Jacques Prévert;29280;Plouzané;0.0;0.0;;
0560171G;Collège;Collège Sainte-Jeanne d'Arc;4 rue de la Corderie;56580;Rohan;0.0;0.0;;
0290064M;Collège;Collège Laënnec;Rue du Sequer;29125;Pont-l'Abbé;0.0;0.0;;
0291713E;Collège;Collège Sainte-Marie;Kermengleuz;29820;Guilers;0.0;0.0;;
0561384A;Collège;Collège Joseph Kerbellec;40 rue de Gestel;56530;Quéven;0.0;0.0;;
0352691K;Collège;Collège Andrée Récipon;6 rue de Pont Péan;35230;Orgères;0.0;0.0;;
0350040D;Collège;Collège Angèle Vannier;1 bis boulevard du collège;35460;Maen Roch;0.0;0.0;;
0351882F;Collège;Collège la Roche aux Fées;Rue Anatole le Braz;35240;Retiers;0.0;0.0;;
0700060K;Collège;Collège privé Saint-Pierre Fourier Sainte Jeanne d'Arc;10 Q rue des Casernes;70103;Gray;0.0;0.0;;
0211081L;Collège;Collège Saint-Michel;36 rue Saumaise;21000;Dijon;0.0;0.0;;
0251599C;Collège;Collège les Bruyères;10 avenue des Bruyères;25700;Valentigney;0.0;0.0;;REP
0280679L;Collège;Collège privé Sainte-Cécile;2 rue de Nermont;28200;La Chapelle-du-Noyer;0.0;0.0;;
0410678P;Collège;Collège privé Saint-Charles;43 rue de la Garenne;41043;Blois;0.0;0.0;;
0280674F;Collège;Collège privé Saint-Paul;42 rue de la Chevalerie;28160;Brou;0.0;0.0;;
0131603X;Collège;Collège Adolphe Monticelli;6 rue de la Turbine;13008;Marseille;0.0;0.0;;
0132204A;Collège;Collège Pont de Vivaux;31 rue François Mauriac;13010;Marseille;0.0;0.0;;REP
0131923V;Collège;Collège Marseilleveyre;83 traverse Parangon;13285;Marseille;0.0;0.0;;
0133114P;Collège;Collège Roger Carcassonne;Les Enjouvenes;13330;Pélissanne;0.0;0.0;;
0260090G;Collège;Collège privé les Maristes;14 avenue Antonin Vallon;26302;Bourg-de-Péage;0.0;0.0;;
0261137V;Collège;Collège Saint-Victor;3 rue de la Cécile;26000;Valence;0.0;0.0;;
0421014Z;Collège;Collège Notre-Dame des Collines;6 rue Ferdinand Buisson;42800;Rive-de-Gier;0.0;0.0;;
0030015A;Collège;Collège Ferdinand Dubreuil;10 Place Jean Jaurès;3170;Doyet;0.0;0.0;;
0070860X;Collège;Collège privé Marie Rivier;21 avenue Notre Dame;7700;Bourg-Saint-Andéol;0.0;0.0;;
0730022C;Collège;Collège Béatrice de Savoie;10 Place Jean Moulin;73360;Les Echelles;0.0;0.0;;
0692343X;Collège;Collège Elsa Triolet;3 avenue division Leclerc;69200;Vénissieux;0.0;0.0;;REP+
0560135T;Collège;Collège Saint-Maurice;3 bis rue du Champ de Foire;56380;Guer;0.0;0.0;;
0350870F;Collège;Collège la Providence;21 rue de Rennes;35360;Montauban-de-Bretagne;0.0;0.0;;
0312759F;Lycée;Lycée polyvalent Joseph Gallieni;79 route d'Espagne;31047;Toulouse;0.0;1.0;;
0622120T;Lycée;Lycée général privé Notre-Dame de Sion;52 rue Courteville;62501;Saint-Omer;1.0;0.0;;
0620229M;EREA;Etablissement régional d'enseignement adapté Antoine de Saint Exupéry;88 avenue Saint-Exupéry;62603;Berck;1.0;0.0;;
0932653D;Lycée;Lycée général privé Saint Joseph La Salle;12 avenue du 8 mai 1945;93500;Pantin;1.0;0.0;;
0010939R;Collège;Collège Léon Comas;30 rue Ivan Avoscan;1330;Villars-les-Dombes;0.0;0.0;;
0010076C;Collège;Collège Sainte-Marie;21 rue du Pensionnat;1500;Ambérieu-en-Bugey;0.0;0.0;;
0132401P;Collège;Collège Château Forbin;286 boulevard de Saint-Marcel;13396;Marseille;0.0;0.0;;
0131329Z;Collège;Collège Notre-Dame de la Viste;111 chemin Henri Beyle;13314;Marseille;0.0;0.0;;
0740105M;Collège;Collège privé la Salle;7 chemin du Bray;74940;Annecy;0.0;0.0;;
0380050Y;Collège;Collège de l'Edit;24 avenue du lycée;38150;Roussillon;0.0;0.0;;REP
0382115T;Collège;Collège Claude et Germain Grange;279 montée bon accueil;38200;Seyssuel;0.0;0.0;;
0421171V;Collège;Collège Pierre et Marie Curie;4 rue Georges Clemenceau;42351;La Talaudière;0.0;0.0;;
0690510E;Collège;Collège le Sacré-Coeur;47 avenue du Docteur Terver;69130;Ecully;0.0;0.0;;
0741699V;Collège;Collège Simone Veil;105 route du collège;74330;Poisy;0.0;0.0;;
0381685A;Collège;Collège privé Saint-Baptiste - Institution Luzy Dufeillant;28 rue du docteur François;38270;Beaurepaire;0.0;0.0;;
0382427G;Collège;Collège le Guillon;27 chemin de la Cornière;38480;Le Pont-de-Beauvoisin;0.0;0.0;;
0382176J;Collège;Collège Anne Frank;2 rue du Repos;38290;La Verpillière;0.0;0.0;;
0381907S;Collège;Collège Ponsard;1 place André Rivoire;38200;Vienne;0.0;0.0;;REP
0741279N;Collège;Collège privé Sainte-Marie;40 rue du paradis;74805;La Roche-sur-Foron;0.0;0.0;;
0430987P;Collège;Collège des Gorges de la Loire;Rue du Collège;43110;Aurec-sur-Loire;0.0;0.0;;
0561377T;Collège;Collège Jean-Pierre Calloch;Kersorne;56502;Locminé;0.0;0.0;;
0560154N;Collège;Collège Sainte-Croix;Chemin de la Poudrière;56360;Le Palais;0.0;0.0;;
0291635V;Collège;Collège la Villemarqué;2 rue Kerjouanneau;29391;Quimperlé;0.0;0.0;;
0291631R;Collège;Collège Paul Langevin;Rue Pablo Neruda;29730;Guilvinec;0.0;0.0;;
0560172H;Collège;Collège Saint-Louis;3 rue du Porhoet;56660;Saint-Jean-Brévelay;0.0;0.0;;
0560127J;Collège;Collège Saint-Michel;30 R du Tumulus;56340;Carnac;0.0;0.0;;
0134245U;Collège;Collège privé Notre Dame;Traverse Théodore Aubanel;13140;Miramas;0.0;0.0;;
0421456E;Collège;Collège Jean Papon;28 rue du stade;42310;La Pacaudière;0.0;0.0;;
0690581G;Collège;Collège Sainte-Thérèse;19 rue François Coquart;69240;Thizy-les-Bourgs;0.0;0.0;;
0150023U;Collège;Collège Georges Pompidou;6 avenue d'Olonne sur Mer;15300;Murat;0.0;0.0;;
0690210D;Collège;Collège Notre-Dame;1 rue Honoré Petetin;69700;Givors;0.0;0.0;;
0150033E;Collège;Collège Jean de la Fontaine;Rue des Vergnes;15800;Vic-sur-Cère;0.0;0.0;;
0260009U;Collège;Collège Ernest Chalamel;Rue Gabriel Péri;26220;Dieulefit;0.0;0.0;;
0030092J;Collège;Collège Lucien Colon;8 avenue du 8 Mai 1945;3120;Lapalisse;0.0;0.0;;
0631688T;Collège;Collège La Ribeyre;Boulevard Pasteur;63800;Cournon-d'Auvergne;0.0;0.0;;
0422293P;Collège;Collège Antoine Guichard;14 rue Marcel Pagnol;42340;Veauche;0.0;0.0;;
0630063B;Collège;Collège Henri Pourrat;1 bis rue Frédéric Brunmurol;63122;Ceyrat;0.0;0.0;;
0381908T;Collège;Collège le Vergeron;278 route des Béthanies;38430;Moirans;0.0;0.0;;
0380007B;Collège;Collège des Six Vallées;57 rue du Champ de foire;38520;Le Bourg-d'Oisans;0.0;0.0;;
0382103E;Collège;Collège Lamartine;5 rue des martyrs de la Résistance;38460;Crémieu;0.0;0.0;;
0382204P;Collège;Collège La Pierre Aiguille;Chemin de la montagne;38660;Le Touvet;0.0;0.0;;
0380067S;Collège;Collège Condorcet;Rue de la Contamine;38210;Tullins;0.0;0.0;;
0421572F;Collège;Collège Michel Servet;Rue Riottier;42190;Charlieu;0.0;0.0;;
0420062P;Collège;Collège le Breuil;Rue du Breuil;42430;Saint-Just-en-Chevalet;0.0;0.0;;
0421565Y;Collège;Collège Joseph Collard;Ravel de Malval;42570;Saint-Héand;0.0;0.0;;
0261090U;Collège;Collège Gustave Jaume;Avenue Henri Becquerel;26702;Pierrelatte;0.0;0.0;;REP+
0150013H;Collège;Collège du Val de Cère;7 rue du Collège;15150;Laroquebrou;0.0;0.0;;
0430902X;Collège;Collège Saint-Régis - Saint-Michel;2 rue Abbé de l'Epée;43000;Le Puy-en-Velay;0.0;0.0;;
0430043N;Collège;Collège Jules Vallès;5 rue Antoine Martin;43001;Le Puy-en-Velay;0.0;0.0;;
0150005Z;Collège;Collège La Jordanne;Avenue des Pupilles;15005;Aurillac;0.0;0.0;;
0730903K;Collège;Collège Maurienne;45 passage Jules Ferry;73303;Saint-Jean-de-Maurienne;0.0;0.0;;
0560174K;Collège;Collège Sainte-Anne;2 rue du Pavillon;56490;La Trinité-Porhoët;0.0;0.0;;
0570313F;Lycée;Lycée Notre-Dame de la Providence;22 place Notre-Dame;57126;Thionville;1.0;1.0;;
0950752B;Collège;Collège Sainte-Thérèse;5 rue de Paris;95440;Ecouen;0.0;0.0;;
0951508Y;Collège;Collège Notre-Dame;106 boulevard Charles de Gaulle;95110;Sannois;0.0;0.0;;
0951527U;Collège;Collège Henri Guillaumet;5 place Icare;95280;Jouy-le-Moutier;0.0;0.0;;
0010035H;Collège;Collège Louis Lumière;61 route de la Forge;1100;Oyonnax;0.0;0.0;;REP+
0010066S;Collège;Collège Jean Moulin;1273 route de Trévoux;1600;Saint-Didier-de-Formans;0.0;0.0;;
0011275F;Collège;Collège Thomas Riboud;120 rue Charles Demia;1000;Bourg-en-Bresse;0.0;0.0;;
0010820L;Collège;Collège George Sand;4 avenue des Sports;1290;Pont-de-Veyle;0.0;0.0;;
0131884C;Collège;Collège Belle de Mai;4 rue Docteur Léon Perrin;13003;Marseille;0.0;0.0;;REP+
0010037K;Collège;Collège Louise de Savoie;5 rue Emile Le Breus;1160;Pont-d'Ain;0.0;0.0;;
0132327J;Collège;Collège Miramaris;Avenue du Levant;13140;Miramas;0.0;0.0;;REP+
0421570D;Collège;Collège les Bruneaux;Rue de Chanzy;42700;Firminy;0.0;0.0;;
0381703V;Collège;Collège privé Jeanne d'Arc;27 rue de Belley;38480;Le Pont-de-Beauvoisin;0.0;0.0;;
0380044S;Collège;Collège Marcel Cuynat;12 chemin des Chambons;38650;Monestier-de-Clermont;0.0;0.0;;
0381777A;Collège;Collège Lionel Terray;1 rue des Peupliers;38240;Meylan;0.0;0.0;;
0382101C;Collège;Collège Jacques Brel;345 rue du 5 Août 1944;38270;Beaurepaire;0.0;0.0;;
0383345E;Collège;Collège Olympe de Gouges;310 avenue du collège;38160;Chatte;0.0;0.0;;
0352260S;Collège;Collège François Truffaut;Rue de la Rabine;35830;Betton;0.0;0.0;;
0290093U;Collège;Collège François Collobert;12 rue des Ecoles;29590;Pont-de-Buis-lès-Quimerch;0.0;0.0;;
0560153M;Collège;Collège Sainte-Thérèse;5 rue du Stade;56190;Muzillac;0.0;0.0;;
0290304Y;Collège;Collège Notre-Dame de Penhors;13 rue de Plozevet;29710;Pouldreuzic;0.0;0.0;;
0880152M;Lycée;Lycée des métiers de l'ingénierie et des créations industrielles Georges Baumont;32 rue de l'Orme;88100;Saint-Dié-des-Vosges;1.0;1.0;;
0601701Y;Lycée;Lycée Jean-Paul II;1 avenue de la Libération;60200;Compiègne;1.0;1.0;;
0290030A;Lycée;Lycée polyvalent Pierre Guéguin;Cours Charlemagne;29182;Concarneau;1.0;1.0;;
0421679X;Collège;Collège le Portail Rouge;16 rue du Portail Rouge;42100;Saint-Etienne;0.0;0.0;;
0690094C;Collège;Collège Jules Michelet;3 avenue Jean Moulin;69200;Vénissieux;0.0;0.0;;REP+
0730810J;Collège;Collège J. et X. de Maistre;Avenue de la mairie;73230;Saint-Alban-Leysse;0.0;0.0;;
0690007H;Collège;Collège Emile Zola;Avenue de Verdun;69220;Belleville-en-Beaujolais;0.0;0.0;;
0421803G;Collège;Collège Les Maristes Saint-Etienne;10 place de l'Abbaye;42030;Saint-Etienne;0.0;0.0;;
0740048A;Collège;Collège Jean-Marie Molliet;342 rue du collège;74420;Boëge;0.0;0.0;;
0382582A;Collège;Collège privé Jeanne d'Arc;2 rue Raymond Poincaré;38550;Le Péage-de-Roussillon;0.0;0.0;;
0380021S;Collège;Collège Louis Lumière;39 rue Carmagnole liberté;38432;Echirolles;0.0;0.0;;
0381704W;Collège;Collège privé Sacré-Coeur;165 chemin du Morel;38430;Saint-Jean-de-Moirans;0.0;0.0;;
0352167R;Collège;Collège Jacques Brel;Rue Alain Fournier;35533;Noyal-sur-Vilaine;0.0;0.0;;
0560048Y;Collège;Collège de Rhuys;22 rue A Regent;56370;Sarzeau;0.0;0.0;;
0561358X;Collège;Collège Emile Mazé;Rue du Docteur le Calme;56160;Guémené-sur-Scorff;0.0;0.0;;
0350877N;Collège;Collège Saint-Joseph;12 rue Casimir Pigeon;35610;Pleine-Fougères;0.0;0.0;;
0131364M;Collège;Collège Sainte-Marie;Chemin de Riquet;13400;Aubagne;0.0;0.0;;
0132407W;Collège;Collège Jean Moulin;26 rue Fortuné Chaillan;13015;Marseille;0.0;0.0;;REP+
0132572A;Collège;Collège Ampère;1 rue Ampère;13200;Arles;0.0;0.0;;REP+
0132561N;Collège;Collège Anatole France;8 cours Pierre Puget;13006;Marseille;0.0;0.0;;REP
0131943S;Collège;Collège Pierre Puget;62 rue du docteur escat;13006;Marseille;0.0;0.0;;
0730796U;Collège;Collège privé Sainte-Thérèse;138 rue du Pain de Mai;73600;Moûtiers;0.0;0.0;;
0631731P;Collège;Collège Fénelon;1 cours Raymond Poincaré;63037;Clermont-Ferrand;0.0;0.0;;
0631109N;Collège;Collège Jeanne d'Arc;2 rue Jules Guesde;63700;Saint-Eloy-les-Mines;0.0;0.0;;
0260117L;Collège;Collège Paul Valéry;69 rue Berthelot;26000;Valence;0.0;0.0;;REP
0070861Y;Collège;Collège privé Saint-Louis - les Maristes;20 avenue de Chabannes;7160;Le Cheylard;0.0;0.0;;
0430072V;Collège;Collège Saint-Joseph;12 avenue de la Gare;43300;Langeac;0.0;0.0;;
0690002C;Collège;Collège Asa Paulini;900 avenue de l'Europe;69480;Anse;0.0;0.0;;
0030009U;Collège;Collège Emile Guillaumin;6 rue Charles Louis Philippe;3430;Cosne-d'Allier;0.0;0.0;;
0150029A;Collège;Collège Blaise Pascal;Rue Blaise Pascal;15100;Saint-Flour;0.0;0.0;;
0631479R;Collège;Collège Jean Rostand;Rue Jean Zay;63730;Les Martres-de-Veyre;0.0;0.0;;
0430854V;Collège;Collège La Fayette;Plateau Saint-Laurent;43103;Brioude;0.0;0.0;;
0421799C;Collège;Collège Sainte-Marie - la Grand'Grange;15 route du Coin;42401;Saint-Chamond;0.0;0.0;;
0133775H;Collège;Collège Marie Laurencin;Traverse du colonel;13014;Marseille;0.0;0.0;;REP+
0131369T;Collège;Collège Sainte-Elisabeth;Vieille route de la Gavotte;13170;Les Pennes-Mirabeau;0.0;0.0;;
0630047J;Collège;Collège Pierre Gironnet;Place des Baladins;63380;Pontaumur;0.0;0.0;;
0071320X;Collège;Collège de Crussol;Rue Raoul Follereau;7130;Saint-Péray;0.0;0.0;;
0260850H;Collège;Collège Etienne-Jean Lapassat;Avenue du château Fleury;26106;Romans-sur-Isère;0.0;0.0;;REP
0631238D;Collège;Collège Antoine Audembron;7 ter avenue Jean Jaurès;63300;Thiers;0.0;0.0;;REP
0070006U;Collège;Collège Le Laoul;29 avenue Maréchal Leclerc;7700;Bourg-Saint-Andéol;0.0;0.0;;REP
0131370U;Collège;Collège Belsunce;13 rue Fauchier;13002;Marseille;0.0;0.0;;
0131704G;Collège;Collège Arthur Rimbaud;19 traverse Santi;13015;Marseille;0.0;0.0;;REP+
0132326H;Collège;Collège Albert Camus;Boulevard Guy de Maupassant;13140;Miramas;0.0;0.0;;
0631503S;Collège;Collège Jules Ferry;Rue Henri Pourrat;63570;Brassac-les-Mines;0.0;0.0;;
0631083K;Collège;Collège Saint-Joseph;32 avenue Emmanuel Chabrier;63600;Ambert;0.0;0.0;;
0690578D;Collège;Collège Champagnat;20 rue Berthelot;69210;L'Arbresle;0.0;0.0;;
0030838V;Collège;Collège Emile Guillaumin;18 avenue du Professeur Etienne Sorrel;3000;Moulins;0.0;0.0;;REP
0030049M;Collège;Collège Les Célestins;1 rue Gallièni;3202;Vichy;0.0;0.0;;
0692576A;Collège;Collège Pablo Picasso;17 rue de Reims;69500;Bron;0.0;0.0;;
0220057T;Lycée;Lycée Ernest Renan;2 et 4 boulevard Hérault;22021;Saint-Brieuc;1.0;1.0;;
0810004P;Lycée;Lycée polyvalent Louis Rascol;10 rue de la République;81012;Albi;1.0;1.0;;
0942376X;Lycée;Lycée Cours du Hameau;19 rue rue Jean François Marmontel;94320;Thiais;1.0;0.0;;
0541305A;Lycée;Lycée de l'Assomption;1 rue du Maréchal Foch;54150;Val de Briey;1.0;0.0;;
0331488N;Lycée;Lycée privé Saint-Elme;50 boulevard Deganne;33120;Arcachon;1.0;0.0;;
9840018X;Lycée;Collège et lycée Pomare IV;34 rue Charles Viénot;98713;Papeete;1.0;1.0;;
0100022V;Lycée;Lycée Chrestien de Troyes;3 rue de Québec;10009;Troyes;1.0;1.0;;
0830101J;Lycée;Lycée Maintenon;10 boulevard Pasteur;83409;Hyères;1.0;1.0;;
0310017A;Lycée;Lycée polyvalent Paul Mathou;Avenue de Luchon;31210;Gourdan-Polignan;1.0;1.0;;
9730423X;Lycée;Lycée polyvalent Lama-Prévot;Quartier de moulin à vent;97354;Rémire-Montjoly;1.0;0.0;;
0660856X;Lycée;Lycée polyvalent Rosa Luxemburg;2 avenue Jean Moulin;66141;Canet-en-Roussillon;1.0;1.0;;
0422284E;Lycée;Lycée des Horizons;Avenue du Plasson;42140;Chazelles-sur-Lyon;1.0;1.0;;
0080006N;Lycée;Lycée Chanzy;13 rue Delvincourt;8000;Charleville-Mézières;1.0;0.0;;
0290007A;Lycée;Lycée La Pérouse - Kerichen;34 bis rue Jules Lesven;29801;Brest;1.0;0.0;;
0930125F;Lycée;Lycée Paul Eluard;15-17 avenue Jean Moulin;93200;Saint-Denis;1.0;1.0;;
0350048M;Lycée;Lycée polyvalent Jacques Cartier;31 rue de la Balue;35418;Saint-Malo;1.0;1.0;;
0890067P;Lycée;Lycée polyvalent privé Saint-Étienne;2 rue Louise et Léon Vernis;89100;Sens;1.0;1.0;;
0930126G;Lycée;Lycée polyvalent Auguste Blanqui;54 rue Charles Schmidt;93400;Saint-Ouen;1.0;1.0;;
0060750H;Lycée;Lycée - Institution Saint-Joseph de Carnolès;191 avenue Aristide Briand;6190;Roquebrune-Cap-Martin;1.0;1.0;;
0840003X;Lycée;Lycée Frédéric Mistral;37 rue d'Annanelle;84000;Avignon;1.0;1.0;;
0150027Y;Collège;Collège Georges Bataille;5 rue du 8 Mai 1945;15400;Riom-ès-Montagnes;0.0;0.0;;
0430069S;Collège;Collège le Sacré-Coeur;15 rue du 11 Novembre;43220;Dunières;0.0;0.0;;
0150020R;Collège;Collège Marcellin Boule;Rue du Pré de Dom;15120;Montsalvy;0.0;0.0;;
0631482U;Collège;Collège;Rue du collège;63770;Les Ancizes-Comps;0.0;0.0;;
